0,1,2,3,4,5,6,7,8,9,10
12294,0.11,0.91,6,308,4,1,0,7,1,1
264,0.11,0.78,6,260,4,0,0,3,2,1
10100,0.55,0.74,2,116,3,0,0,1,1,0
8247,0.61,0.7,3,225,3,0,0,2,1,0
10018,0.89,0.84,6,196,4,0,0,1,2,0
1463,0.39,0.54,2,149,3,0,0,1,1,1
11879,0.68,0.66,3,238,2,0,0,6,2,0
5569,0.71,0.85,4,157,2,0,0,9,1,0
8937,0.98,0.5,3,198,3,0,0,10,2,0
5718,0.58,0.57,5,105,6,0,0,8,2,0
1838,0.1,0.79,6,275,4,0,0,6,1,1
14511,0.74,0.84,5,249,5,0,0,8,2,1
1770,0.4,0.47,2,144,3,1,0,1,1,1
12746,0.11,0.78,6,245,4,0,0,4,1,1
1885,0.87,0.91,5,228,5,0,0,5,1,1
3612,0.6,0.99,4,225,3,0,0,1,2,0
309,0.41,0.48,2,145,3,0,0,2,2,1
2711,0.9,0.47,2,107,6,1,0,4,1,0
5841,0.15,0.91,5,267,4,0,0,4,1,0
12310,0.1,0.94,6,285,4,0,0,5,2,1
4641,0.98,0.56,3,157,2,0,0,6,1,0
4579,0.34,0.92,3,206,3,0,0,9,2,0
3167,0.61,0.83,3,112,4,1,0,4,1,0
13197,0.59,0.65,5,265,3,0,0,7,2,0
475,0.87,1.0,5,242,5,0,0,1,1,1
7924,0.98,0.87,5,151,6,0,0,7,2,0
5996,0.79,0.57,5,230,2,0,0,4,1,0
8563,0.87,0.54,4,162,2,0,0,1,1,0
12935,0.6,0.8,4,253,2,0,0,4,1,0
8897,0.5,0.76,4,229,3,1,0,4,1,0
10328,0.64,0.43,5,269,3,0,0,1,2,0
12518,0.09,0.86,7,309,4,0,0,4,1,1
1645,0.83,1.0,5,224,5,0,0,4,1,1
14806,0.1,0.77,6,255,4,0,0,6,1,1
1932,0.43,0.51,2,128,3,0,0,1,1,1
428,0.55,0.6,3,180,4,0,0,4,2,1
6952,0.73,0.89,3,226,3,1,0,4,3,0
13163,0.92,0.66,4,113,3,0,0,4,1,0
8030,0.35,0.37,4,153,2,0,0,1,2,0
1940,0.1,0.79,7,310,4,0,0,3,2,1
9979,0.92,0.78,4,177,2,0,0,5,2,0
13779,0.61,0.82,4,184,8,0,0,7,1,0
4235,0.89,0.5,4,147,2,0,0,4,2,0
1151,0.43,0.46,2,129,3,0,0,10,1,1
1080,0.86,0.95,5,269,6,0,0,1,2,1
3284,0.54,0.61,3,182,2,0,0,1,1,0
8659,0.74,0.92,4,226,3,0,0,3,2,0
1389,0.14,0.7,5,236,3,0,0,1,2,1
7515,0.87,0.75,3,222,3,0,0,3,1,0
6233,0.84,0.79,4,258,4,0,0,5,1,0
2860,0.55,0.77,3,237,2,0,0,3,1,0
8945,0.55,0.53,4,214,3,0,0,1,1,0
14301,0.1,0.79,6,291,4,0,0,1,1,1
13583,0.94,0.59,3,151,2,0,0,1,1,0
1384,0.43,0.46,2,145,3,0,0,1,1,1
7290,0.7,0.9,3,173,2,0,0,4,2,0
14792,0.44,0.51,2,145,3,0,0,5,1,1
1269,0.36,0.55,2,134,3,0,0,5,1,1
157,0.83,1.0,5,240,5,0,0,5,1,1
8997,0.78,0.74,4,261,3,1,0,8,2,0
7450,0.79,0.97,5,208,4,1,0,4,2,0
5775,0.95,0.78,5,246,3,0,0,5,1,0
10096,0.77,0.73,3,224,2,1,0,1,1,0
12092,0.89,1.0,5,246,5,0,0,1,1,1
10140,0.85,0.77,4,264,3,0,0,7,1,0
14439,0.44,0.54,2,149,3,0,0,3,1,1
2710,0.67,0.73,3,203,2,0,0,4,1,0
12260,0.11,0.84,6,287,4,0,0,2,2,1
1700,0.43,0.46,2,126,3,0,0,1,2,1
11217,0.5,0.71,4,163,8,0,1,3,2,0
12439,0.77,0.9,4,237,5,0,0,5,1,1
1606,0.43,0.54,2,153,3,0,0,1,1,1
689,0.09,0.82,6,257,4,0,0,2,2,1
1233,0.09,0.88,7,265,4,0,0,1,2,1
12647,0.51,0.83,5,249,4,0,0,4,2,1
1426,0.1,0.94,7,287,4,0,0,5,2,1
14361,0.39,0.5,2,147,3,0,0,10,1,1
14904,0.44,0.48,2,158,3,0,0,4,1,1
14367,0.11,0.8,6,304,4,0,0,2,1,1
4547,0.71,0.79,4,133,3,0,1,4,2,0
1600,0.41,0.51,2,144,3,0,0,9,1,1
2312,0.65,0.5,5,270,2,0,0,1,1,0
6721,0.57,0.49,3,159,4,1,0,4,3,0
4888,0.65,0.88,4,268,4,0,0,5,2,0
10094,0.8,0.87,5,251,3,0,0,1,2,0
14005,0.77,0.82,3,153,3,1,0,4,2,0
1442,0.11,0.83,7,255,5,0,0,8,2,1
9447,0.95,0.58,5,133,3,0,0,4,1,0
5030,0.87,0.7,5,225,3,0,0,8,2,0
1560,0.77,0.82,4,217,5,0,0,3,2,1
2721,0.63,0.62,4,184,4,0,0,5,2,0
11602,0.53,0.66,3,191,3,0,0,7,3,0
14299,0.44,0.45,2,132,3,0,0,1,1,1
9023,0.78,0.93,4,161,3,0,0,1,1,0
162,0.9,0.98,5,243,6,0,0,10,1,1
12732,0.79,0.94,4,232,5,0,0,4,2,1
5746,0.44,0.38,3,197,2,0,0,1,2,0
944,0.81,1.0,5,235,5,0,0,2,1,1
12275,0.11,0.9,6,254,4,0,0,4,1,1
4640,0.69,0.64,3,275,3,0,0,4,1,0
12429,0.37,0.45,2,126,3,0,0,5,2,1
12057,0.11,0.94,7,255,4,0,0,5,1,1
5244,0.67,0.64,5,248,3,0,0,5,2,0
14221,0.42,0.53,2,142,3,0,0,1,1,1
3605,0.7,0.64,3,180,2,0,0,1,1,0
11985,0.52,0.61,4,187,4,1,0,1,2,0
7507,0.14,0.41,6,114,3,0,0,1,1,0
3510,0.82,0.95,3,203,3,0,0,9,2,0
10406,0.22,0.69,3,212,3,0,0,1,2,0
454,0.37,0.54,2,145,3,0,0,9,2,1
7140,0.98,0.53,5,238,3,0,0,4,2,0
2303,0.56,0.62,5,238,3,0,0,1,1,0
10760,0.58,0.77,4,140,3,0,0,9,1,0
2630,0.93,0.88,4,177,3,0,0,4,1,0
6662,0.94,0.69,3,248,3,0,0,1,1,0
5770,0.49,0.86,5,235,5,0,0,4,1,0
10803,0.16,0.76,4,223,4,0,0,4,1,0
12222,0.37,0.5,2,135,3,0,0,8,1,1
4780,0.59,0.62,3,203,4,0,0,5,2,0
13182,0.48,0.61,3,251,3,0,0,5,2,0
10374,0.84,0.53,2,275,3,0,0,8,1,0
7855,0.3,0.39,3,193,3,1,0,7,1,0
660,0.77,0.91,5,221,6,0,0,5,2,1
14334,0.75,1.0,4,216,6,0,0,4,1,1
637,0.44,0.53,2,140,3,0,0,1,1,1
11479,0.57,0.78,3,134,3,0,0,9,2,0
4532,0.93,0.96,5,135,3,1,0,1,1,0
7035,0.53,0.41,2,148,2,1,0,1,2,0
14265,0.39,0.54,2,132,3,0,0,5,1,1
6223,0.78,0.63,5,200,2,0,0,4,1,0
12528,0.09,0.9,7,289,4,0,0,8,1,1
4923,0.95,0.7,4,267,3,1,0,4,1,0
14916,0.43,0.54,2,142,3,0,0,5,1,1
8543,0.52,0.76,4,106,2,1,0,8,1,0
1608,0.83,0.88,5,239,5,0,0,5,1,1
1888,0.43,0.5,2,148,3,0,0,5,1,1
14416,0.87,0.9,5,254,6,0,0,5,1,1
535,0.75,0.85,5,240,6,1,0,10,2,1
10345,0.53,0.61,4,182,3,0,0,4,1,0
48,0.57,0.7,3,273,6,0,0,5,1,1
14780,0.44,0.51,2,134,3,0,0,3,2,1
8906,0.91,0.79,4,254,2,0,0,5,3,0
89,0.37,0.57,2,130,3,0,0,1,1,1
1274,0.87,0.95,5,227,5,0,0,5,2,1
2761,0.54,0.49,4,152,3,1,0,1,2,0
913,0.8,0.95,4,274,5,0,0,1,1,1
11684,0.96,0.6,3,160,10,0,0,5,2,0
12291,0.4,0.46,2,128,3,0,0,6,1,1
833,0.39,0.48,2,161,3,0,0,7,1,1
12391,0.78,1.0,4,253,5,0,0,10,1,1
1209,0.1,0.79,7,284,4,0,0,7,2,1
1312,0.39,0.49,2,146,3,0,0,1,2,1
14484,0.81,0.93,5,270,5,0,0,4,2,1
14340,0.09,0.82,6,250,4,0,0,5,1,1
10305,0.66,0.84,4,253,4,0,0,10,1,0
6151,0.67,0.66,3,151,3,0,0,4,1,0
7735,0.34,0.78,5,137,4,0,0,1,1,0
12177,0.41,0.48,2,148,3,0,0,1,1,1
1900,0.4,0.49,2,143,3,0,0,8,2,1
9365,0.82,0.81,3,149,3,0,0,5,1,0
12765,0.83,0.99,4,223,5,0,0,2,2,1
516,0.88,1.0,5,219,6,1,0,4,1,1
8967,0.51,0.91,4,194,2,0,0,4,2,0
2258,0.99,0.75,3,215,3,0,0,4,1,0
3582,0.52,0.89,5,193,4,0,0,9,2,0
12627,0.44,0.49,2,145,3,0,0,1,1,1
2136,0.64,0.77,3,213,3,1,0,9,2,0
1007,0.4,0.47,2,151,3,0,0,1,2,1
10465,0.24,0.7,6,153,5,1,0,10,1,0
8919,0.78,0.96,3,248,3,0,0,7,2,0
8697,0.99,0.98,5,241,2,0,0,7,2,0
14456,0.89,0.86,5,275,5,0,0,1,1,1
12149,0.84,0.88,4,263,5,1,0,10,1,1
315,0.1,0.81,6,268,4,0,0,10,1,1
9712,0.59,0.97,3,209,3,0,0,1,3,0
10517,0.87,0.77,3,190,3,0,0,6,1,0
1470,0.4,0.65,2,296,5,0,0,1,2,1
7312,0.64,0.89,4,146,3,0,0,4,1,0
14605,0.11,0.93,6,282,4,0,0,1,1,1
1734,0.42,0.52,2,160,3,0,0,5,1,1
14045,0.7,0.83,5,241,2,0,0,1,2,0
7013,0.76,0.84,5,137,4,0,0,7,3,0
14321,0.4,0.49,2,155,3,0,0,3,2,1
10069,0.87,0.66,3,270,2,0,0,8,1,0
14661,0.81,0.92,5,239,5,0,0,8,1,1
1946,0.73,0.93,5,162,4,0,0,4,1,1
1009,0.87,0.9,4,256,5,0,0,1,3,1
7993,0.67,0.72,4,192,3,1,0,5,2,0
12734,0.38,0.45,2,129,3,0,0,5,2,1
1471,0.45,0.51,2,155,3,1,0,1,2,1
1858,0.11,0.9,6,253,4,0,0,1,2,1
14094,0.6,0.45,3,104,4,0,0,7,1,0
14521,0.1,0.94,6,285,4,0,0,5,2,1
480,0.11,0.96,7,277,5,0,0,1,1,1
20,0.76,0.89,5,262,5,0,0,1,1,1
303,0.1,0.77,7,250,5,0,0,9,2,1
10297,0.74,0.74,2,254,3,0,0,8,1,0
14142,0.97,0.92,6,137,8,1,0,8,1,0
3137,0.91,0.54,3,210,2,0,0,10,1,0
868,0.42,0.56,2,128,3,0,0,2,1,1
7833,0.65,0.78,4,205,2,0,0,5,2,0
9424,0.8,0.51,3,159,3,0,0,4,1,0
458,0.77,1.0,4,255,5,0,0,9,2,1
4973,0.63,0.8,4,243,2,0,0,1,2,0
9268,0.57,0.69,4,255,3,0,0,3,2,0
5053,0.7,0.76,5,165,3,0,0,1,2,0
14313,0.36,0.52,2,147,3,0,0,1,2,1
10945,0.62,0.51,4,193,3,0,0,2,3,0
13815,0.69,0.86,5,195,6,0,0,6,3,0
12749,0.4,0.5,2,127,3,0,0,7,1,1
7809,0.87,0.88,3,179,2,0,0,1,2,0
327,0.37,0.52,2,157,3,0,0,1,1,1
4962,0.84,0.96,3,161,2,1,0,1,1,0
2974,0.66,0.7,4,161,3,0,0,9,1,0
9974,0.71,0.99,3,228,2,0,0,5,2,0
14033,0.61,0.83,4,245,3,1,1,4,1,0
9015,0.92,0.77,5,217,4,0,0,10,1,0
14290,0.43,0.56,2,157,3,0,0,1,1,1
13025,0.76,0.88,5,265,4,0,0,5,1,0
1100,0.44,0.46,2,153,3,0,0,3,1,1
12004,0.72,0.87,5,223,5,0,0,1,1,1
7512,0.84,0.93,3,242,4,0,0,3,1,0
12401,0.91,1.0,5,251,6,0,0,1,1,1
466,0.37,0.54,2,152,3,0,0,10,2,1
1349,0.89,0.83,5,130,4,1,0,5,2,1
9184,0.77,0.84,4,196,3,0,0,1,1,0
4447,0.81,0.67,4,225,3,0,0,1,1,0
13492,0.96,0.71,3,205,8,1,0,6,2,0
9683,0.22,1.0,6,244,3,0,0,7,2,0
14830,0.45,0.57,2,148,3,0,0,10,3,1
14438,0.37,0.46,2,158,3,0,0,3,1,1
4455,0.81,0.61,4,142,4,0,0,1,1,0
977,0.92,0.94,5,307,5,0,0,7,1,1
1324,0.37,0.52,2,144,3,0,0,1,2,1
445,0.39,0.54,2,127,3,0,0,7,1,1
7121,0.57,0.95,3,274,4,0,0,1,1,0
3621,0.62,0.68,5,265,3,0,0,3,2,0
14692,0.37,0.49,2,151,3,0,0,1,1,1
6543,0.71,0.6,2,251,3,0,0,5,1,0
1276,0.1,0.83,6,283,5,0,0,5,2,1
12287,0.11,0.83,6,306,4,0,0,5,1,1
12002,0.8,0.86,5,262,6,0,0,1,2,1
14441,0.78,0.98,5,239,6,0,0,10,1,1
1867,0.45,0.46,2,159,3,0,0,3,3,1
14104,0.78,0.62,4,150,3,0,1,6,3,0
12329,0.1,0.85,6,266,4,0,0,1,1,1
1693,0.45,0.47,2,150,3,0,0,1,1,1
11393,0.98,0.68,5,171,3,0,0,6,3,0
2756,0.47,0.55,4,122,5,1,0,10,2,0
721,0.42,0.49,2,139,3,0,0,3,1,1
5720,0.78,1.0,4,154,2,0,0,7,1,0
6117,0.45,0.75,4,169,2,0,0,1,1,0
14113,0.24,0.88,5,199,5,1,0,1,2,0
527,0.41,0.45,2,144,3,1,0,8,1,1
3610,0.95,0.71,3,263,2,1,0,1,2,0
1686,0.76,0.98,5,242,5,0,0,6,1,1
12623,0.1,0.55,2,247,4,0,0,1,2,1
9173,0.29,0.43,6,175,3,0,0,1,1,0
11943,0.88,0.74,3,273,10,0,0,1,2,0
12741,0.1,0.89,7,291,4,0,0,5,2,1
8260,0.94,0.78,3,218,2,1,0,1,2,0
942,0.43,0.56,2,136,3,0,0,1,1,1
1420,0.75,0.87,5,246,5,0,0,4,1,1
1533,0.75,0.98,4,245,5,0,0,6,1,1
1972,0.42,0.47,2,139,3,1,0,7,2,1
12500,0.89,0.95,2,181,5,0,0,4,2,1
10697,0.82,0.67,3,229,3,0,0,1,2,0
1754,0.91,1.0,4,245,6,0,0,9,2,1
1427,0.36,0.55,2,138,3,0,0,5,2,1
12481,0.37,0.49,2,151,3,0,0,1,1,1
14962,0.73,0.97,6,189,2,0,0,1,1,1
7782,0.89,0.84,5,168,2,0,0,9,1,0
9313,0.59,0.75,4,266,3,0,0,2,2,0
2128,0.74,0.58,4,148,2,0,0,8,2,0
1,0.38,0.53,2,157,3,0,0,1,1,1
6640,0.77,0.71,3,134,3,0,0,10,2,0
4599,0.95,0.54,4,180,5,0,0,1,3,0
14942,0.43,0.49,2,131,3,0,0,9,3,1
3594,0.81,0.77,4,197,3,0,0,10,1,0
2112,1.0,0.92,5,161,3,1,0,5,1,0
1736,0.38,0.46,2,160,3,0,0,5,1,1
910,0.92,0.9,5,248,5,0,0,1,1,1
3439,0.74,0.7,4,167,3,1,0,4,1,0
8291,0.49,0.85,4,200,3,0,0,5,2,0
14688,0.11,0.87,5,271,4,0,0,1,1,1
3335,0.99,0.96,5,261,3,0,0,5,3,0
4201,0.5,0.58,4,165,2,0,0,1,3,0
4034,0.94,0.6,4,215,2,1,0,7,2,0
14866,0.1,0.89,7,308,4,0,0,4,2,1
8275,0.92,0.76,5,246,2,1,0,2,1,0
2248,0.78,0.8,4,194,2,1,0,4,2,0
2430,0.47,0.86,4,169,6,0,0,7,1,0
11996,0.9,0.55,3,259,10,1,1,6,3,0
14246,0.84,0.87,4,246,6,0,0,3,1,1
8285,0.64,0.94,3,150,2,0,0,4,2,0
4330,0.46,0.43,4,258,3,0,0,5,1,0
322,0.82,0.84,5,244,5,0,0,1,1,1
4376,0.72,0.93,4,174,2,0,0,1,1,0
308,0.11,0.81,5,287,4,0,0,1,1,1
4149,0.9,0.96,2,258,2,0,0,1,1,0
4796,0.55,0.81,5,251,3,0,0,7,1,0
13903,0.22,0.62,3,180,3,0,0,5,1,0
6096,0.92,0.54,5,203,3,0,0,7,2,0
1623,0.86,0.85,5,267,5,0,0,1,2,1
2839,0.75,0.64,4,247,3,1,0,1,2,0
12326,0.41,0.52,2,135,3,0,0,1,1,1
421,0.09,0.96,6,268,4,0,0,4,2,1
8059,0.6,0.49,5,259,4,0,0,4,1,0
9091,0.98,0.53,5,186,3,0,0,10,1,0
12582,0.81,0.88,5,242,5,0,0,5,2,1
310,0.1,0.94,6,285,4,0,0,5,2,1
9579,0.55,0.95,4,249,4,0,0,4,2,0
5895,0.6,0.95,4,164,4,0,0,1,2,0
11196,0.47,0.79,3,284,10,0,0,1,1,0
627,0.44,0.49,2,145,3,0,0,1,1,1
13122,0.51,0.5,4,130,3,0,0,9,2,0
8902,0.74,0.98,3,196,6,1,0,5,1,0
5275,0.95,0.73,3,243,3,1,0,1,2,0
14707,0.82,0.99,4,263,6,0,0,4,2,1
5217,0.45,0.64,5,133,4,0,0,2,2,0
385,0.36,0.48,2,156,3,0,0,2,3,1
1006,0.54,0.56,4,260,3,0,0,1,2,1
14722,0.44,0.48,2,146,3,0,0,5,1,1
652,0.09,0.88,6,269,4,0,0,4,2,1
2548,0.94,0.91,5,254,3,0,0,2,1,0
11365,0.91,0.77,3,144,3,0,0,1,2,0
11967,0.92,0.65,3,176,3,0,0,7,1,0
3566,0.63,0.86,3,269,4,0,0,5,1,0
871,0.39,0.56,2,126,3,0,0,3,1,1
6865,0.23,0.51,6,194,4,1,0,9,2,0
12020,0.76,0.89,5,262,5,0,0,1,1,1
1610,0.85,1.0,6,260,3,1,0,6,1,1
13927,0.23,0.7,3,123,5,0,0,1,2,0
4911,0.99,0.79,4,133,2,0,0,1,1,0
411,0.28,0.45,6,218,4,0,0,2,1,1
11371,0.21,0.43,5,175,2,1,0,1,3,0
12652,0.09,0.88,6,269,4,0,0,4,2,1
10252,0.56,0.88,4,248,2,0,0,1,2,0
8403,0.56,0.61,3,224,3,0,0,6,1,0
14844,0.11,0.89,6,260,5,0,0,1,1,1
3701,0.58,0.8,3,181,4,0,0,4,3,0
1042,0.81,0.84,5,258,5,0,0,5,2,1
10451,0.59,0.53,4,213,2,0,0,7,1,0
8972,0.58,0.54,3,287,6,0,0,4,2,0
10938,0.92,0.6,5,236,3,1,1,1,2,0
1398,0.43,0.53,2,146,3,0,0,1,2,1
1591,0.43,0.48,2,147,3,0,0,7,2,1
938,0.11,0.8,6,286,4,0,0,1,1,1
126,0.11,0.92,6,260,4,0,0,5,1,1
14253,0.45,0.48,2,158,3,0,0,4,1,1
497,0.1,0.82,6,244,4,0,0,4,2,1
9120,0.59,0.67,6,126,3,0,0,4,2,0
4974,0.68,0.92,2,184,4,0,0,1,2,0
12209,0.44,0.5,2,128,3,0,0,5,1,1
229,0.85,0.95,5,236,5,0,0,3,1,1
302,0.12,1.0,3,278,4,0,0,9,2,1
6666,0.52,0.86,6,103,4,0,0,1,1,0
558,0.43,0.57,2,157,3,0,0,1,1,1
1627,0.1,0.87,6,265,5,0,0,1,2,1
6358,0.16,0.82,5,121,2,0,0,1,2,0
1675,0.56,0.86,5,252,2,0,0,7,2,1
550,0.41,0.47,2,138,3,0,0,1,1,1
14433,0.37,0.5,2,135,3,0,0,8,1,1
10184,0.83,0.91,3,196,4,0,0,3,1,0
670,0.72,0.6,3,153,5,0,0,4,1,1
5065,0.45,0.53,3,181,4,1,0,2,1,0
12258,0.42,0.54,2,156,3,0,0,1,2,1
8160,0.89,0.91,4,190,2,0,0,8,2,0
694,0.1,0.83,6,278,4,0,0,10,2,1
12170,0.45,0.57,2,158,3,0,0,1,1,1
14230,0.45,0.51,2,160,3,1,1,1,1,1
13204,0.65,0.76,2,170,5,0,0,7,1,0
11047,0.95,0.9,3,155,3,0,0,4,2,0
198,0.1,0.91,6,287,4,0,0,4,1,1
435,0.1,0.84,6,309,4,0,0,5,1,1
7410,0.23,0.7,4,233,2,0,0,6,2,0
14231,0.76,0.89,5,262,5,0,0,1,1,1
1967,0.1,0.98,6,265,4,0,0,4,1,1
2539,0.79,0.76,3,160,3,0,0,1,1,0
5764,0.96,0.66,3,230,3,0,0,4,1,0
2950,0.15,0.86,3,204,4,0,0,5,2,0
632,0.34,0.67,4,141,2,0,0,1,1,1
650,0.46,0.5,2,156,3,0,0,4,2,1
1897,0.39,0.49,2,127,3,0,0,7,2,1
14629,0.11,0.9,6,264,4,0,0,4,2,1
4864,0.99,0.87,4,223,3,0,0,5,2,0
14220,0.89,1.0,5,224,5,0,0,1,1,1
11177,0.65,1.0,4,229,4,0,0,8,1,0
13571,0.82,0.8,3,162,3,0,0,1,2,0
242,0.37,0.46,2,156,3,0,0,1,1,1
6105,0.99,0.85,5,261,4,0,0,9,2,0
4952,0.5,0.54,3,254,2,0,0,8,1,0
6205,0.49,0.68,4,201,4,0,0,1,2,0
14778,0.11,0.79,7,310,4,0,0,3,1,1
4454,0.41,0.86,6,215,5,0,0,1,1,0
622,0.1,0.86,6,247,4,0,0,1,2,1
13627,0.69,0.51,3,257,3,1,0,7,1,0
9943,0.78,0.63,4,156,3,0,0,1,1,0
1841,0.1,0.97,7,306,4,0,0,10,1,1
14717,0.11,0.97,6,289,5,0,0,5,2,1
12508,0.39,0.54,2,158,3,0,0,5,1,1
14302,0.4,0.5,2,130,3,0,0,1,1,1
5377,0.65,0.57,3,238,3,0,0,3,1,0
11444,0.58,0.8,4,113,3,0,0,7,2,0
194,0.09,0.82,6,249,4,0,0,4,2,1
488,0.19,1.0,4,192,4,0,0,2,1,1
5601,0.22,0.58,2,255,5,0,0,1,2,0
14418,0.77,0.99,5,228,5,0,0,5,1,1
9704,0.47,0.4,3,113,3,0,0,10,3,0
976,0.36,0.54,2,136,3,0,0,7,1,1
14415,0.1,0.93,6,256,4,0,0,5,1,1
10268,0.93,0.5,2,135,3,0,0,4,3,0
1725,0.92,0.89,4,241,5,0,0,4,1,1
2514,0.9,0.88,4,174,3,0,0,9,1,0
959,0.41,0.5,2,153,3,0,0,4,2,1
11359,0.73,0.77,3,233,3,0,0,1,2,0
10604,0.64,0.6,3,135,3,0,0,9,1,0
1673,0.84,0.83,4,239,5,0,0,8,1,1
934,0.1,0.96,6,254,4,1,0,1,2,1
7017,0.58,0.51,2,100,2,0,0,8,1,0
1277,0.44,0.54,2,139,3,0,0,5,2,1
6356,0.62,0.73,3,158,3,1,0,1,1,0
12263,0.44,0.56,2,131,3,0,0,3,2,1
14877,0.1,0.97,7,306,4,0,0,10,1,1
1408,0.81,1.0,4,241,5,0,0,3,1,1
10522,0.77,0.54,5,252,2,0,0,7,1,0
6599,0.66,0.83,4,266,3,1,0,4,2,0
14195,0.67,0.49,5,241,8,0,0,1,2,0
14322,0.43,0.47,2,144,3,0,0,3,2,1
13041,0.53,0.51,3,274,2,1,0,8,2,0
10251,0.64,1.0,4,201,2,0,0,1,2,0
1783,0.73,1.0,4,268,5,0,0,1,2,1
12771,0.1,0.83,6,300,4,0,0,10,2,1
3131,0.17,0.59,5,250,5,0,0,10,1,0
12584,0.44,0.56,2,145,3,0,0,5,2,1
10322,0.89,0.67,3,269,3,0,0,1,2,0
4338,0.78,0.58,3,154,3,0,0,7,1,0
5954,0.83,0.54,4,189,4,0,0,9,1,0
2753,0.82,0.55,3,217,4,1,0,4,2,0
11280,0.22,0.91,6,222,8,0,0,4,1,0
1363,0.4,0.5,2,129,3,0,0,7,2,1
12929,0.71,0.59,4,143,2,0,0,3,2,0
354,0.43,0.57,2,135,3,0,0,5,1,1
258,0.42,0.54,2,156,3,0,0,1,2,1
4148,0.82,0.88,4,149,2,0,0,1,1,0
1965,0.88,0.86,5,258,5,0,0,5,1,1
14765,0.79,1.0,5,257,6,0,0,1,1,1
12284,0.1,0.93,6,289,4,1,0,5,1,1
4171,0.92,0.46,5,195,5,0,0,5,1,0
9370,0.77,0.51,4,141,3,1,0,4,1,0
8479,0.58,0.63,5,191,3,1,0,4,3,0
1931,0.83,0.81,5,219,5,0,0,1,1,1
12257,0.11,0.81,6,266,4,1,0,1,2,1
6555,0.66,0.9,3,176,2,1,0,8,2,0
1889,0.1,0.81,6,245,4,0,0,5,1,1
6458,0.54,0.51,2,176,3,0,0,5,3,0
14465,0.87,0.98,4,248,5,0,0,1,1,1
5446,0.56,0.91,4,188,2,1,0,1,1,0
1409,0.39,0.53,2,136,3,0,0,3,1,1
2786,0.71,0.88,3,140,2,0,0,4,1,0
12443,0.77,1.0,5,229,5,0,0,6,1,1
1680,0.43,0.55,2,159,3,0,0,9,1,1
1705,0.38,0.49,2,140,3,0,0,1,2,1
14739,0.09,0.9,7,289,4,0,0,8,1,1
14616,0.76,0.87,5,245,5,0,0,1,1,1
1787,0.43,0.53,2,143,3,0,0,2,2,1
1901,0.76,0.98,5,217,6,0,0,8,2,1
1945,0.76,0.89,5,238,5,0,0,4,3,1
4230,0.74,0.94,3,132,3,0,0,2,2,0
1148,0.83,0.95,5,258,5,0,0,4,1,1
109,0.71,0.87,3,177,4,0,0,3,2,1
5166,0.76,0.74,4,187,3,0,0,5,2,0
1874,0.09,0.93,6,279,4,0,0,4,1,1
668,0.91,0.97,4,274,6,0,0,4,1,1
399,0.87,0.83,4,265,6,0,0,1,1,1
1204,0.42,0.97,6,259,4,0,0,6,3,1
1735,0.11,0.88,7,275,4,0,0,5,1,1
10436,0.94,0.48,4,143,2,0,0,5,2,0
661,0.44,0.5,2,130,3,0,0,5,2,1
3573,0.82,0.59,3,249,3,0,0,7,2,0
1402,0.11,0.87,6,272,4,0,0,1,2,1
7744,0.85,0.52,4,174,2,0,0,4,1,0
6989,0.61,0.97,4,256,4,0,0,4,2,0
7165,0.78,0.99,3,174,3,0,0,7,1,0
4675,0.74,0.76,5,255,4,0,0,1,2,0
14353,0.45,0.53,2,155,3,0,0,7,1,1
594,0.37,0.54,2,132,3,0,0,4,1,1
9503,0.73,0.76,2,166,3,0,0,4,1,0
13666,0.2,0.59,6,113,3,0,0,6,3,0
2448,0.48,0.9,4,201,4,0,0,10,2,0
461,0.43,0.49,2,135,3,0,0,2,2,1
1849,0.78,0.86,5,274,5,0,0,1,1,1
5934,0.91,0.9,3,243,3,0,0,5,2,0
1574,0.11,0.9,5,307,4,0,0,5,1,1
402,0.76,0.92,4,246,5,0,0,1,1,1
14482,0.44,0.51,2,127,3,0,0,4,2,1
1991,0.42,0.56,2,137,3,0,0,10,1,1
1206,0.09,0.84,7,307,4,0,0,7,2,1
249,0.87,0.91,4,228,5,0,0,1,1,1
1287,0.42,0.57,2,134,3,0,0,8,2,1
9331,0.89,0.68,4,146,3,0,0,1,1,0
2302,0.91,0.61,2,272,2,0,0,1,1,0
220,0.89,0.87,5,225,5,0,0,8,1,1
141,0.09,0.96,6,245,4,0,0,7,1,1
11538,0.6,0.9,4,260,2,0,0,1,2,0
3225,0.48,0.94,3,162,3,1,0,1,2,0
8278,0.91,0.93,3,238,2,0,0,3,1,0
1847,0.46,0.53,2,161,3,0,0,1,1,1
795,0.11,0.79,7,295,4,0,0,3,1,1
8915,0.72,0.84,2,173,2,1,0,6,3,0
14715,0.43,0.51,2,155,3,0,0,4,2,1
12839,0.98,0.77,3,191,2,0,0,1,2,0
1699,0.1,0.8,6,292,4,0,0,1,2,1
1143,0.88,1.0,5,226,6,0,0,10,1,1
1346,0.38,1.0,5,137,4,0,0,5,1,1
12121,0.14,0.62,4,158,4,1,0,4,1,1
9494,0.57,0.55,3,264,2,0,0,2,2,0
5976,0.7,0.86,3,141,2,1,0,1,2,0
639,0.84,0.83,4,227,5,0,0,2,1,1
14665,0.37,0.54,2,145,3,0,0,9,2,1
